Precinct County Code	Precinct County Name	Precinct Election Number	Precinct Election Date	Precinct Election Name	Precinct Unique Precinct Identifier	Precinct Precinct Polling Location	Precinct Total Registered Voters	Precinct Total Registered Republicans	Precinct Total Registered Democrats	Precinct Total Registered All Other Parties	Contest Contest Name	Contest District	Contest Contest Code	Votes Candidate/Retention/Issue Name/WriteInsCast/OverVotes/UnderVotes	Votes Candidate Party	Votes Candidate Florida Voter Registration System ID Number	Votes DOE Assigned Candidate Number or Retention/Issue Number	Votes Vote Total
HIL	Hillsborough	10282	11/08/2016	2016 General Election	344	344.0	3242	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	131
HIL	Hillsborough	10282	11/08/2016	2016 General Election	345	345.0	3294	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	466
HIL	Hillsborough	10282	11/08/2016	2016 General Election	345	345.0	3294	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1297
HIL	Hillsborough	10282	11/08/2016	2016 General Election	345	345.0	3294	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	345	345.0	3294	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	132
HIL	Hillsborough	10282	11/08/2016	2016 General Election	347	347.0	3804	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	353
HIL	Hillsborough	10282	11/08/2016	2016 General Election	347	347.0	3804	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1642
HIL	Hillsborough	10282	11/08/2016	2016 General Election	347	347.0	3804	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	347	347.0	3804	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	145
HIL	Hillsborough	10282	11/08/2016	2016 General Election	601	601.0	2405	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	311
HIL	Hillsborough	10282	11/08/2016	2016 General Election	601	601.0	2405	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1037
HIL	Hillsborough	10282	11/08/2016	2016 General Election	601	601.0	2405	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	601	601.0	2405	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	98
HIL	Hillsborough	10282	11/08/2016	2016 General Election	603	603.0	630	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	134
HIL	Hillsborough	10282	11/08/2016	2016 General Election	603	603.0	630	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	168
HIL	Hillsborough	10282	11/08/2016	2016 General Election	603	603.0	630	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	603	603.0	630	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	31
HIL	Hillsborough	10282	11/08/2016	2016 General Election	605	605.0	640	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	188
HIL	Hillsborough	10282	11/08/2016	2016 General Election	605	605.0	640	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	215
HIL	Hillsborough	10282	11/08/2016	2016 General Election	605	605.0	640	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	605	605.0	640	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	32
HIL	Hillsborough	10282	11/08/2016	2016 General Election	613	613.0	1477	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	87
HIL	Hillsborough	10282	11/08/2016	2016 General Election	613	613.0	1477	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	769
HIL	Hillsborough	10282	11/08/2016	2016 General Election	613	613.0	1477	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	1
HIL	Hillsborough	10282	11/08/2016	2016 General Election	613	613.0	1477	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	49
HIL	Hillsborough	10282	11/08/2016	2016 General Election	617	617.0	2904	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	241
HIL	Hillsborough	10282	11/08/2016	2016 General Election	617	617.0	2904	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1552
HIL	Hillsborough	10282	11/08/2016	2016 General Election	617	617.0	2904	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	1
HIL	Hillsborough	10282	11/08/2016	2016 General Election	617	617.0	2904	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	104
HIL	Hillsborough	10282	11/08/2016	2016 General Election	622	622.0	1258	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	211
HIL	Hillsborough	10282	11/08/2016	2016 General Election	622	622.0	1258	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	586
HIL	Hillsborough	10282	11/08/2016	2016 General Election	622	622.0	1258	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	622	622.0	1258	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	43
HIL	Hillsborough	10282	11/08/2016	2016 General Election	623	623.0	2210	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	253
HIL	Hillsborough	10282	11/08/2016	2016 General Election	623	623.0	2210	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	987
HIL	Hillsborough	10282	11/08/2016	2016 General Election	623	623.0	2210	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	623	623.0	2210	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	88
HIL	Hillsborough	10282	11/08/2016	2016 General Election	801	801.0	2236	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	785
HIL	Hillsborough	10282	11/08/2016	2016 General Election	801	801.0	2236	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	681
HIL	Hillsborough	10282	11/08/2016	2016 General Election	801	801.0	2236	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	801	801.0	2236	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	117
HIL	Hillsborough	10282	11/08/2016	2016 General Election	825	825.0	2830	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1026
HIL	Hillsborough	10282	11/08/2016	2016 General Election	825	825.0	2830	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	852
HIL	Hillsborough	10282	11/08/2016	2016 General Election	825	825.0	2830	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	825	825.0	2830	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	175
HIL	Hillsborough	10282	11/08/2016	2016 General Election	827	827.0	2500	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	973
HIL	Hillsborough	10282	11/08/2016	2016 General Election	827	827.0	2500	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	745
HIL	Hillsborough	10282	11/08/2016	2016 General Election	827	827.0	2500	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	827	827.0	2500	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	122
HIL	Hillsborough	10282	11/08/2016	2016 General Election	828	828.0	7574	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1833
HIL	Hillsborough	10282	11/08/2016	2016 General Election	828	828.0	7574	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	2857
HIL	Hillsborough	10282	11/08/2016	2016 General Election	828	828.0	7574	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	828	828.0	7574	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	448
HIL	Hillsborough	10282	11/08/2016	2016 General Election	829	829.0	3445	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1051
HIL	Hillsborough	10282	11/08/2016	2016 General Election	829	829.0	3445	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1214
HIL	Hillsborough	10282	11/08/2016	2016 General Election	829	829.0	3445	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	829	829.0	3445	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	192
HIL	Hillsborough	10282	11/08/2016	2016 General Election	830	830.0	2213	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	639
HIL	Hillsborough	10282	11/08/2016	2016 General Election	830	830.0	2213	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	844
HIL	Hillsborough	10282	11/08/2016	2016 General Election	830	830.0	2213	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	830	830.0	2213	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	103
HIL	Hillsborough	10282	11/08/2016	2016 General Election	832	832.0	3114	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	872
HIL	Hillsborough	10282	11/08/2016	2016 General Election	832	832.0	3114	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1127
HIL	Hillsborough	10282	11/08/2016	2016 General Election	832	832.0	3114	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	832	832.0	3114	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	159
HIL	Hillsborough	10282	11/08/2016	2016 General Election	833	833.0	1934	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	475
HIL	Hillsborough	10282	11/08/2016	2016 General Election	833	833.0	1934	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	718
HIL	Hillsborough	10282	11/08/2016	2016 General Election	833	833.0	1934	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	833	833.0	1934	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	84
HIL	Hillsborough	10282	11/08/2016	2016 General Election	834	834.0	2373	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	539
HIL	Hillsborough	10282	11/08/2016	2016 General Election	834	834.0	2373	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	943
HIL	Hillsborough	10282	11/08/2016	2016 General Election	834	834.0	2373	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	834	834.0	2373	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	115
HIL	Hillsborough	10282	11/08/2016	2016 General Election	851	851.0	3255	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1093
HIL	Hillsborough	10282	11/08/2016	2016 General Election	851	851.0	3255	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1121
HIL	Hillsborough	10282	11/08/2016	2016 General Election	851	851.0	3255	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	851	851.0	3255	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	155
HIL	Hillsborough	10282	11/08/2016	2016 General Election	852	852.0	4171	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	956
HIL	Hillsborough	10282	11/08/2016	2016 General Election	852	852.0	4171	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1700
HIL	Hillsborough	10282	11/08/2016	2016 General Election	852	852.0	4171	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	852	852.0	4171	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	220
HIL	Hillsborough	10282	11/08/2016	2016 General Election	853	853.0	1691	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	247
HIL	Hillsborough	10282	11/08/2016	2016 General Election	853	853.0	1691	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	612
HIL	Hillsborough	10282	11/08/2016	2016 General Election	853	853.0	1691	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	1
HIL	Hillsborough	10282	11/08/2016	2016 General Election	853	853.0	1691	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	46
HIL	Hillsborough	10282	11/08/2016	2016 General Election	854	854.0	92	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	27
HIL	Hillsborough	10282	11/08/2016	2016 General Election	854	854.0	92	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	10
HIL	Hillsborough	10282	11/08/2016	2016 General Election	854	854.0	92	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	854	854.0	92	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	5
HIL	Hillsborough	10282	11/08/2016	2016 General Election	855	855.0	2527	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	732
HIL	Hillsborough	10282	11/08/2016	2016 General Election	855	855.0	2527	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	858
HIL	Hillsborough	10282	11/08/2016	2016 General Election	855	855.0	2527	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	855	855.0	2527	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	141
HIL	Hillsborough	10282	11/08/2016	2016 General Election	856	856.0	3497	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1406
HIL	Hillsborough	10282	11/08/2016	2016 General Election	856	856.0	3497	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1049
HIL	Hillsborough	10282	11/08/2016	2016 General Election	856	856.0	3497	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	856	856.0	3497	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	179
HIL	Hillsborough	10282	11/08/2016	2016 General Election	857	857.0	2386	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	460
HIL	Hillsborough	10282	11/08/2016	2016 General Election	857	857.0	2386	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	922
HIL	Hillsborough	10282	11/08/2016	2016 General Election	857	857.0	2386	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	857	857.0	2386	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	96
HIL	Hillsborough	10282	11/08/2016	2016 General Election	876	876.0	2809	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1040
HIL	Hillsborough	10282	11/08/2016	2016 General Election	876	876.0	2809	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	880
HIL	Hillsborough	10282	11/08/2016	2016 General Election	876	876.0	2809	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	876	876.0	2809	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	154
HIL	Hillsborough	10282	11/08/2016	2016 General Election	879	879.0	3560	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1169
HIL	Hillsborough	10282	11/08/2016	2016 General Election	879	879.0	3560	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1243
HIL	Hillsborough	10282	11/08/2016	2016 General Election	879	879.0	3560	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	879	879.0	3560	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	198
HIL	Hillsborough	10282	11/08/2016	2016 General Election	883	883.0	3497	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	719
HIL	Hillsborough	10282	11/08/2016	2016 General Election	883	883.0	3497	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1215
HIL	Hillsborough	10282	11/08/2016	2016 General Election	883	883.0	3497	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	1
HIL	Hillsborough	10282	11/08/2016	2016 General Election	883	883.0	3497	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	127
HIL	Hillsborough	10282	11/08/2016	2016 General Election	885	885.0	3802	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	964
HIL	Hillsborough	10282	11/08/2016	2016 General Election	885	885.0	3802	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1252
HIL	Hillsborough	10282	11/08/2016	2016 General Election	885	885.0	3802	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	885	885.0	3802	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	177
HIL	Hillsborough	10282	11/08/2016	2016 General Election	912	912.0	213	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	77
HIL	Hillsborough	10282	11/08/2016	2016 General Election	912	912.0	213	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	70
HIL	Hillsborough	10282	11/08/2016	2016 General Election	912	912.0	213	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	912	912.0	213	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	17
HIL	Hillsborough	10282	11/08/2016	2016 General Election	914	914.0	3598	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1010
HIL	Hillsborough	10282	11/08/2016	2016 General Election	914	914.0	3598	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1461
HIL	Hillsborough	10282	11/08/2016	2016 General Election	914	914.0	3598	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	914	914.0	3598	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	156
HIL	Hillsborough	10282	11/08/2016	2016 General Election	932	932.0	3803	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	883
HIL	Hillsborough	10282	11/08/2016	2016 General Election	932	932.0	3803	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1514
HIL	Hillsborough	10282	11/08/2016	2016 General Election	932	932.0	3803	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	932	932.0	3803	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	154
HIL	Hillsborough	10282	11/08/2016	2016 General Election	933	933.0	4370	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1734
HIL	Hillsborough	10282	11/08/2016	2016 General Election	933	933.0	4370	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1384
HIL	Hillsborough	10282	11/08/2016	2016 General Election	933	933.0	4370	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	933	933.0	4370	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	240
HIL	Hillsborough	10282	11/08/2016	2016 General Election	935	935.0	5042	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1957
HIL	Hillsborough	10282	11/08/2016	2016 General Election	935	935.0	5042	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1405
HIL	Hillsborough	10282	11/08/2016	2016 General Election	935	935.0	5042	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	935	935.0	5042	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	253
HIL	Hillsborough	10282	11/08/2016	2016 General Election	937	937.0	3456	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1887
HIL	Hillsborough	10282	11/08/2016	2016 General Election	937	937.0	3456	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	724
HIL	Hillsborough	10282	11/08/2016	2016 General Election	937	937.0	3456	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	937	937.0	3456	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	203
HIL	Hillsborough	10282	11/08/2016	2016 General Election	938	938.0	290	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	85
HIL	Hillsborough	10282	11/08/2016	2016 General Election	938	938.0	290	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	53
HIL	Hillsborough	10282	11/08/2016	2016 General Election	938	938.0	290	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	938	938.0	290	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	20
HIL	Hillsborough	10282	11/08/2016	2016 General Election	939	939.0	3510	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1522
HIL	Hillsborough	10282	11/08/2016	2016 General Election	939	939.0	3510	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1016
HIL	Hillsborough	10282	11/08/2016	2016 General Election	939	939.0	3510	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	939	939.0	3510	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	205
HIL	Hillsborough	10282	11/08/2016	2016 General Election	940	940.0	147	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	48
HIL	Hillsborough	10282	11/08/2016	2016 General Election	940	940.0	147	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	26
HIL	Hillsborough	10282	11/08/2016	2016 General Election	940	940.0	147	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	940	940.0	147	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	7
HIL	Hillsborough	10282	11/08/2016	2016 General Election	941	941.0	1639	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	830
HIL	Hillsborough	10282	11/08/2016	2016 General Election	941	941.0	1639	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	374
HIL	Hillsborough	10282	11/08/2016	2016 General Election	941	941.0	1639	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	941	941.0	1639	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	94
HIL	Hillsborough	10282	11/08/2016	2016 General Election	942	942.0	4155	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	920
HIL	Hillsborough	10282	11/08/2016	2016 General Election	942	942.0	4155	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1761
HIL	Hillsborough	10282	11/08/2016	2016 General Election	942	942.0	4155	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	1
HIL	Hillsborough	10282	11/08/2016	2016 General Election	942	942.0	4155	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	182
HIL	Hillsborough	10282	11/08/2016	2016 General Election	943	943.0	2434	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	673
HIL	Hillsborough	10282	11/08/2016	2016 General Election	943	943.0	2434	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	612
HIL	Hillsborough	10282	11/08/2016	2016 General Election	943	943.0	2434	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	943	943.0	2434	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	123
HIL	Hillsborough	10282	11/08/2016	2016 General Election	944	944.0	4421	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1246
HIL	Hillsborough	10282	11/08/2016	2016 General Election	944	944.0	4421	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	1825
HIL	Hillsborough	10282	11/08/2016	2016 General Election	944	944.0	4421	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	944	944.0	4421	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	218
HIL	Hillsborough	10282	11/08/2016	2016 General Election	946	946.0	6002	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	1655
HIL	Hillsborough	10282	11/08/2016	2016 General Election	946	946.0	6002	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	2348
HIL	Hillsborough	10282	11/08/2016	2016 General Election	946	946.0	6002	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	946	946.0	6002	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	324
HIL	Hillsborough	10282	11/08/2016	2016 General Election	947	947.0	9496	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	2744
HIL	Hillsborough	10282	11/08/2016	2016 General Election	947	947.0	9496	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	3478
HIL	Hillsborough	10282	11/08/2016	2016 General Election	947	947.0	9496	0	0	231239	State Senator	 District 19	240190	OverVotes	 	0	901	0
HIL	Hillsborough	10282	11/08/2016	2016 General Election	947	947.0	9496	0	0	231239	State Senator	 District 19	240190	UnderVotes	 	0	902	557
HIL	Hillsborough	10282	11/08/2016	2016 General Election	948	948.0	1626	0	0	231239	State Senator	 District 19	240190	John Mr Manners Houman	REP	112350489	66296	307
HIL	Hillsborough	10282	11/08/2016	2016 General Election	948	948.0	1626	0	0	231239	State Senator	 District 19	240190	Darryl Ervin Rouson	DEM	107152960	64558	151
