Precinct County Code	Precinct County Name	Precinct Election Number	Precinct Election Date	Precinct Election Name	Precinct Unique Precinct Identifier	Precinct Precinct Polling Location	Precinct Total Registered Voters	Precinct Total Registered Republicans	Precinct Total Registered Democrats	Precinct Total Registered All Other Parties	Contest Contest Name	Contest District	Contest Contest Code	Votes Candidate/Retention/Issue Name/WriteInsCast/OverVotes/UnderVotes	Votes Candidate Party	Votes Candidate Florida Voter Registration System ID Number	Votes DOE Assigned Candidate Number or Retention/Issue Number	Votes Vote Total
UNI	Union	10282	11/08/2016	2016 General Election	3C	3C	338	0	0	7062	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
UNI	Union	10282	11/08/2016	2016 General Election	3C	3C	338	0	0	7062	State Representative	 District 19	260190	OverVotes	 	0	901	0
UNI	Union	10282	11/08/2016	2016 General Election	3C	3C	338	0	0	7062	State Representative	 District 19	260190	UnderVotes	 	0	902	21
UNI	Union	10282	11/08/2016	2016 General Election	4A & 4C	4A & 4C	719	0	0	7062	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	404
UNI	Union	10282	11/08/2016	2016 General Election	4A & 4C	4A & 4C	719	0	0	7062	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	137
UNI	Union	10282	11/08/2016	2016 General Election	4A & 4C	4A & 4C	719	0	0	7062	State Representative	 District 19	260190	WriteinVotes	 	0	900	0
UNI	Union	10282	11/08/2016	2016 General Election	4A & 4C	4A & 4C	719	0	0	7062	State Representative	 District 19	260190	OverVotes	 	0	901	0
UNI	Union	10282	11/08/2016	2016 General Election	4A & 4C	4A & 4C	719	0	0	7062	State Representative	 District 19	260190	UnderVotes	 	0	902	28
UNI	Union	10282	11/08/2016	2016 General Election	4B	4B	1406	0	0	7062	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	844
UNI	Union	10282	11/08/2016	2016 General Election	4B	4B	1406	0	0	7062	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	235
UNI	Union	10282	11/08/2016	2016 General Election	4B	4B	1406	0	0	7062	State Representative	 District 19	260190	WriteinVotes	 	0	900	2
UNI	Union	10282	11/08/2016	2016 General Election	4B	4B	1406	0	0	7062	State Representative	 District 19	260190	OverVotes	 	0	901	0
UNI	Union	10282	11/08/2016	2016 General Election	4B	4B	1406	0	0	7062	State Representative	 District 19	260190	UnderVotes	 	0	902	67
UNI	Union	10282	11/08/2016	2016 General Election	5A & 5C	5A & 5C	582	0	0	7062	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	258
UNI	Union	10282	11/08/2016	2016 General Election	5A & 5C	5A & 5C	582	0	0	7062	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	112
UNI	Union	10282	11/08/2016	2016 General Election	5A & 5C	5A & 5C	582	0	0	7062	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
UNI	Union	10282	11/08/2016	2016 General Election	5A & 5C	5A & 5C	582	0	0	7062	State Representative	 District 19	260190	OverVotes	 	0	901	0
UNI	Union	10282	11/08/2016	2016 General Election	5A & 5C	5A & 5C	582	0	0	7062	State Representative	 District 19	260190	UnderVotes	 	0	902	34
UNI	Union	10282	11/08/2016	2016 General Election	5B	5B	342	0	0	7062	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	222
UNI	Union	10282	11/08/2016	2016 General Election	5B	5B	342	0	0	7062	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	38
UNI	Union	10282	11/08/2016	2016 General Election	5B	5B	342	0	0	7062	State Representative	 District 19	260190	WriteinVotes	 	0	900	0
UNI	Union	10282	11/08/2016	2016 General Election	5B	5B	342	0	0	7062	State Representative	 District 19	260190	OverVotes	 	0	901	0
UNI	Union	10282	11/08/2016	2016 General Election	5B	5B	342	0	0	7062	State Representative	 District 19	260190	UnderVotes	 	0	902	25
CLA	Clay	10282	11/08/2016	2016 General Election	506		1657	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	967
CLA	Clay	10282	11/08/2016	2016 General Election	506		1657	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	162
CLA	Clay	10282	11/08/2016	2016 General Election	506		1657	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	2
CLA	Clay	10282	11/08/2016	2016 General Election	506		1657	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	506		1657	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	85
CLA	Clay	10282	11/08/2016	2016 General Election	508		3599	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	2227
CLA	Clay	10282	11/08/2016	2016 General Election	508		3599	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	342
CLA	Clay	10282	11/08/2016	2016 General Election	508		3599	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	5
CLA	Clay	10282	11/08/2016	2016 General Election	508		3599	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	508		3599	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	181
CLA	Clay	10282	11/08/2016	2016 General Election	601		830	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	458
CLA	Clay	10282	11/08/2016	2016 General Election	601		830	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	80
CLA	Clay	10282	11/08/2016	2016 General Election	601		830	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	2
CLA	Clay	10282	11/08/2016	2016 General Election	601		830	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	601		830	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	33
CLA	Clay	10282	11/08/2016	2016 General Election	602		1099	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	598
CLA	Clay	10282	11/08/2016	2016 General Election	602		1099	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	183
CLA	Clay	10282	11/08/2016	2016 General Election	602		1099	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
CLA	Clay	10282	11/08/2016	2016 General Election	602		1099	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	602		1099	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	59
CLA	Clay	10282	11/08/2016	2016 General Election	604		2269	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	1500
CLA	Clay	10282	11/08/2016	2016 General Election	604		2269	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	336
CLA	Clay	10282	11/08/2016	2016 General Election	604		2269	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
CLA	Clay	10282	11/08/2016	2016 General Election	604		2269	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	604		2269	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	142
CLA	Clay	10282	11/08/2016	2016 General Election	606		6625	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	2637
CLA	Clay	10282	11/08/2016	2016 General Election	606		6625	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	1625
CLA	Clay	10282	11/08/2016	2016 General Election	606		6625	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	11
CLA	Clay	10282	11/08/2016	2016 General Election	606		6625	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	606		6625	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	407
CLA	Clay	10282	11/08/2016	2016 General Election	610		1022	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	631
CLA	Clay	10282	11/08/2016	2016 General Election	610		1022	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	86
CLA	Clay	10282	11/08/2016	2016 General Election	610		1022	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	3
CLA	Clay	10282	11/08/2016	2016 General Election	610		1022	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	610		1022	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	50
CLA	Clay	10282	11/08/2016	2016 General Election	612		798	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	419
CLA	Clay	10282	11/08/2016	2016 General Election	612		798	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	81
CLA	Clay	10282	11/08/2016	2016 General Election	612		798	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
CLA	Clay	10282	11/08/2016	2016 General Election	612		798	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	1
CLA	Clay	10282	11/08/2016	2016 General Election	612		798	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	38
CLA	Clay	10282	11/08/2016	2016 General Election	700		325	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	236
CLA	Clay	10282	11/08/2016	2016 General Election	700		325	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	17
CLA	Clay	10282	11/08/2016	2016 General Election	700		325	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	0
CLA	Clay	10282	11/08/2016	2016 General Election	700		325	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	700		325	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	24
CLA	Clay	10282	11/08/2016	2016 General Election	702		2655	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	1493
CLA	Clay	10282	11/08/2016	2016 General Election	702		2655	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	352
CLA	Clay	10282	11/08/2016	2016 General Election	702		2655	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	5
CLA	Clay	10282	11/08/2016	2016 General Election	702		2655	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	702		2655	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	146
CLA	Clay	10282	11/08/2016	2016 General Election	704		1683	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	926
CLA	Clay	10282	11/08/2016	2016 General Election	704		1683	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	251
CLA	Clay	10282	11/08/2016	2016 General Election	704		1683	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	4
CLA	Clay	10282	11/08/2016	2016 General Election	704		1683	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	704		1683	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	80
CLA	Clay	10282	11/08/2016	2016 General Election	706		3380	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	1847
CLA	Clay	10282	11/08/2016	2016 General Election	706		3380	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	420
CLA	Clay	10282	11/08/2016	2016 General Election	706		3380	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	7
CLA	Clay	10282	11/08/2016	2016 General Election	706		3380	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	1
CLA	Clay	10282	11/08/2016	2016 General Election	706		3380	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	161
CLA	Clay	10282	11/08/2016	2016 General Election	708		1961	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	1086
CLA	Clay	10282	11/08/2016	2016 General Election	708		1961	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	206
CLA	Clay	10282	11/08/2016	2016 General Election	708		1961	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
CLA	Clay	10282	11/08/2016	2016 General Election	708		1961	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	1
CLA	Clay	10282	11/08/2016	2016 General Election	708		1961	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	98
CLA	Clay	10282	11/08/2016	2016 General Election	710		1024	0	0	28153	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	497
CLA	Clay	10282	11/08/2016	2016 General Election	710		1024	0	0	28153	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	248
CLA	Clay	10282	11/08/2016	2016 General Election	710		1024	0	0	28153	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
CLA	Clay	10282	11/08/2016	2016 General Election	710		1024	0	0	28153	State Representative	 District 19	260190	OverVotes	 	0	901	0
CLA	Clay	10282	11/08/2016	2016 General Election	710		1024	0	0	28153	State Representative	 District 19	260190	UnderVotes	 	0	902	67
PUT	Putnam	10282	11/08/2016	2016 General Election	1	South Putnam Government Center	928	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	330
PUT	Putnam	10282	11/08/2016	2016 General Election	1	South Putnam Government Center	928	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	292
PUT	Putnam	10282	11/08/2016	2016 General Election	1	South Putnam Government Center	928	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
PUT	Putnam	10282	11/08/2016	2016 General Election	1	South Putnam Government Center	928	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	1	South Putnam Government Center	928	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	36
PUT	Putnam	10282	11/08/2016	2016 General Election	2	South Putnam Government Center	1344	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	411
PUT	Putnam	10282	11/08/2016	2016 General Election	2	South Putnam Government Center	1344	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	374
PUT	Putnam	10282	11/08/2016	2016 General Election	2	South Putnam Government Center	1344	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	3
PUT	Putnam	10282	11/08/2016	2016 General Election	2	South Putnam Government Center	1344	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	2	South Putnam Government Center	1344	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	48
PUT	Putnam	10282	11/08/2016	2016 General Election	3	Beulah Baptist Church	1455	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	738
PUT	Putnam	10282	11/08/2016	2016 General Election	3	Beulah Baptist Church	1455	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	257
PUT	Putnam	10282	11/08/2016	2016 General Election	3	Beulah Baptist Church	1455	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
PUT	Putnam	10282	11/08/2016	2016 General Election	3	Beulah Baptist Church	1455	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	3	Beulah Baptist Church	1455	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	55
PUT	Putnam	10282	11/08/2016	2016 General Election	4	First Baptist Church of Welaka	516	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	213
PUT	Putnam	10282	11/08/2016	2016 General Election	4	First Baptist Church of Welaka	516	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	161
PUT	Putnam	10282	11/08/2016	2016 General Election	4	First Baptist Church of Welaka	516	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
PUT	Putnam	10282	11/08/2016	2016 General Election	4	First Baptist Church of Welaka	516	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	4	First Baptist Church of Welaka	516	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	23
PUT	Putnam	10282	11/08/2016	2016 General Election	5	First Baptist Church of Welaka	870	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	453
PUT	Putnam	10282	11/08/2016	2016 General Election	5	First Baptist Church of Welaka	870	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	143
PUT	Putnam	10282	11/08/2016	2016 General Election	5	First Baptist Church of Welaka	870	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	2
PUT	Putnam	10282	11/08/2016	2016 General Election	5	First Baptist Church of Welaka	870	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	5	First Baptist Church of Welaka	870	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	43
PUT	Putnam	10282	11/08/2016	2016 General Election	6	Pomona Park Community Center	514	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	191
PUT	Putnam	10282	11/08/2016	2016 General Election	6	Pomona Park Community Center	514	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	113
PUT	Putnam	10282	11/08/2016	2016 General Election	6	Pomona Park Community Center	514	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	1
PUT	Putnam	10282	11/08/2016	2016 General Election	6	Pomona Park Community Center	514	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	6	Pomona Park Community Center	514	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	16
PUT	Putnam	10282	11/08/2016	2016 General Election	7	Pomona Park Community Center	1568	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	779
PUT	Putnam	10282	11/08/2016	2016 General Election	7	Pomona Park Community Center	1568	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	274
PUT	Putnam	10282	11/08/2016	2016 General Election	7	Pomona Park Community Center	1568	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	2
PUT	Putnam	10282	11/08/2016	2016 General Election	7	Pomona Park Community Center	1568	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	7	Pomona Park Community Center	1568	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	61
PUT	Putnam	10282	11/08/2016	2016 General Election	8	Satsuma Fire Dept	1394	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	724
PUT	Putnam	10282	11/08/2016	2016 General Election	8	Satsuma Fire Dept	1394	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	258
PUT	Putnam	10282	11/08/2016	2016 General Election	8	Satsuma Fire Dept	1394	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	2
PUT	Putnam	10282	11/08/2016	2016 General Election	8	Satsuma Fire Dept	1394	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	8	Satsuma Fire Dept	1394	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	52
PUT	Putnam	10282	11/08/2016	2016 General Election	9	Satsuma Fire Dept	700	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	306
PUT	Putnam	10282	11/08/2016	2016 General Election	9	Satsuma Fire Dept	700	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	119
PUT	Putnam	10282	11/08/2016	2016 General Election	9	Satsuma Fire Dept	700	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	0
PUT	Putnam	10282	11/08/2016	2016 General Election	9	Satsuma Fire Dept	700	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	9	Satsuma Fire Dept	700	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	22
PUT	Putnam	10282	11/08/2016	2016 General Election	10	Dunns Creek Baptist Church	2984	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	1601
PUT	Putnam	10282	11/08/2016	2016 General Election	10	Dunns Creek Baptist Church	2984	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	500
PUT	Putnam	10282	11/08/2016	2016 General Election	10	Dunns Creek Baptist Church	2984	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	4
PUT	Putnam	10282	11/08/2016	2016 General Election	10	Dunns Creek Baptist Church	2984	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	10	Dunns Creek Baptist Church	2984	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	92
PUT	Putnam	10282	11/08/2016	2016 General Election	11	Putnam County Ag Center	3023	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	1574
PUT	Putnam	10282	11/08/2016	2016 General Election	11	Putnam County Ag Center	3023	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	612
PUT	Putnam	10282	11/08/2016	2016 General Election	11	Putnam County Ag Center	3023	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	0
PUT	Putnam	10282	11/08/2016	2016 General Election	11	Putnam County Ag Center	3023	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	0
PUT	Putnam	10282	11/08/2016	2016 General Election	11	Putnam County Ag Center	3023	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	106
PUT	Putnam	10282	11/08/2016	2016 General Election	12	Bostwick Community Center	2207	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	1327
PUT	Putnam	10282	11/08/2016	2016 General Election	12	Bostwick Community Center	2207	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	250
PUT	Putnam	10282	11/08/2016	2016 General Election	12	Bostwick Community Center	2207	0	0	46636	State Representative	 District 19	260190	WriteinVotes	 	0	900	5
PUT	Putnam	10282	11/08/2016	2016 General Election	12	Bostwick Community Center	2207	0	0	46636	State Representative	 District 19	260190	OverVotes	 	0	901	1
PUT	Putnam	10282	11/08/2016	2016 General Election	12	Bostwick Community Center	2207	0	0	46636	State Representative	 District 19	260190	UnderVotes	 	0	902	54
PUT	Putnam	10282	11/08/2016	2016 General Election	13	Bardin Fire Dept	617	0	0	46636	State Representative	 District 19	260190	Bobby Payne	REP	107495730	64619	368
PUT	Putnam	10282	11/08/2016	2016 General Election	13	Bardin Fire Dept	617	0	0	46636	State Representative	 District 19	260190	"Hubert ""Joe"" Snodgrass"	DEM	110110434	64984	68
